"Notes"	"County"	"County Code"	"Hispanic Origin"	"Hispanic Origin Code"	"Race"	"Race Code"	"Age of Mother 9"	"Age of Mother 9 Code"	"Delivery Method"	"Delivery Method Code"	Births
	"Palm Beach County, FL"	"12099"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	325
	"Palm Beach County, FL"	"12099"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	407
	"Palm Beach County, FL"	"12099"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	296
	"Palm Beach County, FL"	"12099"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Vaginal"	"1"	222
	"Palm Beach County, FL"	"12099"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Cesarean"	"2"	189
	"Palm Beach County, FL"	"12099"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"Vaginal"	"1"	58
	"Palm Beach County, FL"	"12099"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"Cesarean"	"2"	58
	"Pasco County, FL"	"12101"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	18
	"Pasco County, FL"	"12101"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	37
	"Pasco County, FL"	"12101"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	14
	"Pasco County, FL"	"12101"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	38
	"Pasco County, FL"	"12101"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	25
	"Pasco County, FL"	"12101"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	38
	"Pasco County, FL"	"12101"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	27
	"Pasco County, FL"	"12101"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Vaginal"	"1"	15
	"Pasco County, FL"	"12101"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Cesarean"	"2"	12
	"Pinellas County, FL"	"12103"	"Mexican"	"2148-5"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	10
	"Pinellas County, FL"	"12103"	"Puerto Rican"	"2180-8"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	12
	"Pinellas County, FL"	"12103"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	84
	"Pinellas County, FL"	"12103"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Cesarean"	"2"	27
	"Pinellas County, FL"	"12103"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	308
	"Pinellas County, FL"	"12103"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	143
	"Pinellas County, FL"	"12103"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	227
	"Pinellas County, FL"	"12103"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	103
	"Pinellas County, FL"	"12103"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	119
	"Pinellas County, FL"	"12103"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	70
	"Pinellas County, FL"	"12103"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Vaginal"	"1"	37
	"Pinellas County, FL"	"12103"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Cesarean"	"2"	22
	"Pinellas County, FL"	"12103"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"Vaginal"	"1"	10
	"Pinellas County, FL"	"12103"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"Cesarean"	"2"	10
	"Polk County, FL"	"12105"	"Puerto Rican"	"2180-8"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	15
	"Polk County, FL"	"12105"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	94
	"Polk County, FL"	"12105"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Cesarean"	"2"	14
	"Polk County, FL"	"12105"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	256
	"Polk County, FL"	"12105"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	113
	"Polk County, FL"	"12105"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	218
	"Polk County, FL"	"12105"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	98
	"Polk County, FL"	"12105"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	121
	"Polk County, FL"	"12105"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	85
	"Polk County, FL"	"12105"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Vaginal"	"1"	65
	"Polk County, FL"	"12105"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Cesarean"	"2"	35
	"Polk County, FL"	"12105"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"Vaginal"	"1"	13
	"St. Johns County, FL"	"12109"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	26
	"St. Johns County, FL"	"12109"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	15
	"St. Johns County, FL"	"12109"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	23
	"St. Johns County, FL"	"12109"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	11
	"St. Johns County, FL"	"12109"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	16
	"St. Johns County, FL"	"12109"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	10
	"St. Lucie County, FL"	"12111"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	38
	"St. Lucie County, FL"	"12111"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Cesarean"	"2"	10
	"St. Lucie County, FL"	"12111"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	130
	"St. Lucie County, FL"	"12111"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	51
	"St. Lucie County, FL"	"12111"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	120
	"St. Lucie County, FL"	"12111"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	87
	"St. Lucie County, FL"	"12111"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	79
	"St. Lucie County, FL"	"12111"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	65
	"St. Lucie County, FL"	"12111"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Vaginal"	"1"	46
	"St. Lucie County, FL"	"12111"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Cesarean"	"2"	43
	"St. Lucie County, FL"	"12111"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"Vaginal"	"1"	10
	"St. Lucie County, FL"	"12111"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"Cesarean"	"2"	20
	"Santa Rosa County, FL"	"12113"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	16
	"Santa Rosa County, FL"	"12113"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	17
	"Santa Rosa County, FL"	"12113"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	10
	"Sarasota County, FL"	"12115"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	16
	"Sarasota County, FL"	"12115"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	44
	"Sarasota County, FL"	"12115"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	23
	"Sarasota County, FL"	"12115"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	33
	"Sarasota County, FL"	"12115"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	22
	"Sarasota County, FL"	"12115"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	28
	"Sarasota County, FL"	"12115"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	15
	"Sarasota County, FL"	"12115"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Vaginal"	"1"	10
	"Seminole County, FL"	"12117"	"Puerto Rican"	"2180-8"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	10
	"Seminole County, FL"	"12117"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	28
	"Seminole County, FL"	"12117"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	99
	"Seminole County, FL"	"12117"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	38
	"Seminole County, FL"	"12117"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	108
	"Seminole County, FL"	"12117"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	45
	"Seminole County, FL"	"12117"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	61
	"Seminole County, FL"	"12117"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	41
	"Seminole County, FL"	"12117"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Vaginal"	"1"	25
	"Seminole County, FL"	"12117"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Cesarean"	"2"	34
	"Volusia County, FL"	"12127"	"Puerto Rican"	"2180-8"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	11
	"Volusia County, FL"	"12127"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	49
	"Volusia County, FL"	"12127"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Cesarean"	"2"	13
	"Volusia County, FL"	"12127"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	125
	"Volusia County, FL"	"12127"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	66
	"Volusia County, FL"	"12127"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	116
	"Volusia County, FL"	"12127"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	56
	"Volusia County, FL"	"12127"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	47
	"Volusia County, FL"	"12127"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	39
	"Volusia County, FL"	"12127"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Vaginal"	"1"	20
	"Volusia County, FL"	"12127"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Cesarean"	"2"	24
	"Unidentified Counties, FL"	"12999"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	108
	"Unidentified Counties, FL"	"12999"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Cesarean"	"2"	35
	"Unidentified Counties, FL"	"12999"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	355
	"Unidentified Counties, FL"	"12999"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	161
	"Unidentified Counties, FL"	"12999"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	317
	"Unidentified Counties, FL"	"12999"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	149
	"Unidentified Counties, FL"	"12999"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	156
	"Unidentified Counties, FL"	"12999"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	115
	"Unidentified Counties, FL"	"12999"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Vaginal"	"1"	52
	"Unidentified Counties, FL"	"12999"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Cesarean"	"2"	57
	"Unidentified Counties, FL"	"12999"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"Cesarean"	"2"	14
	"Bartow County, GA"	"13015"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	21
	"Bartow County, GA"	"13015"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	19
	"Bartow County, GA"	"13015"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	12
	"Bartow County, GA"	"13015"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	13
	"Bibb County, GA"	"13021"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	97
	"Bibb County, GA"	"13021"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Cesarean"	"2"	21
	"Bibb County, GA"	"13021"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	290
	"Bibb County, GA"	"13021"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	108
	"Bibb County, GA"	"13021"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	180
	"Bibb County, GA"	"13021"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	114
	"Bibb County, GA"	"13021"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	93
	"Bibb County, GA"	"13021"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	53
	"Bibb County, GA"	"13021"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Vaginal"	"1"	42
	"Bibb County, GA"	"13021"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Cesarean"	"2"	35
	"Bibb County, GA"	"13021"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"Vaginal"	"1"	13
	"Carroll County, GA"	"13045"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	27
	"Carroll County, GA"	"13045"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	74
	"Carroll County, GA"	"13045"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	15
	"Carroll County, GA"	"13045"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	39
	"Carroll County, GA"	"13045"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	18
	"Carroll County, GA"	"13045"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	32
	"Chatham County, GA"	"13051"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	66
	"Chatham County, GA"	"13051"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Cesarean"	"2"	32
	"Chatham County, GA"	"13051"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	273
	"Chatham County, GA"	"13051"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	150
	"Chatham County, GA"	"13051"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	257
	"Chatham County, GA"	"13051"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	149
	"Chatham County, GA"	"13051"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	113
	"Chatham County, GA"	"13051"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	95
	"Chatham County, GA"	"13051"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Vaginal"	"1"	49
	"Chatham County, GA"	"13051"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Cesarean"	"2"	51
	"Cherokee County, GA"	"13057"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	19
	"Cherokee County, GA"	"13057"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	19
	"Cherokee County, GA"	"13057"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	10
	"Cherokee County, GA"	"13057"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	27
	"Cherokee County, GA"	"13057"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	20
	"Cherokee County, GA"	"13057"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Vaginal"	"1"	10
	"Cherokee County, GA"	"13057"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Cesarean"	"2"	15
	"Clarke County, GA"	"13059"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	30
	"Clarke County, GA"	"13059"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	96
	"Clarke County, GA"	"13059"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	30
	"Clarke County, GA"	"13059"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	75
	"Clarke County, GA"	"13059"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	39
	"Clarke County, GA"	"13059"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	42
	"Clarke County, GA"	"13059"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	23
	"Clarke County, GA"	"13059"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Vaginal"	"1"	19
	"Clarke County, GA"	"13059"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"Cesarean"	"2"	11
	"Clayton County, GA"	"13063"	"Mexican"	"2148-5"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	12
	"Clayton County, GA"	"13063"	"Mexican"	"2148-5"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	11
	"Clayton County, GA"	"13063"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Vaginal"	"1"	122
	"Clayton County, GA"	"13063"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"15-19 years"	"15-19"	"Cesarean"	"2"	22
	"Clayton County, GA"	"13063"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Vaginal"	"1"	460
	"Clayton County, GA"	"13063"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"20-24 years"	"20-24"	"Cesarean"	"2"	136
	"Clayton County, GA"	"13063"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Vaginal"	"1"	380
	"Clayton County, GA"	"13063"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"25-29 years"	"25-29"	"Cesarean"	"2"	172
	"Clayton County, GA"	"13063"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Vaginal"	"1"	236
	"Clayton County, GA"	"13063"	"Non-Hispanic Black"	"7"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	"Cesarean"	"2"	135
